7108
(1,0,-0)
(2,-1647.02,5389.73)
(3,3201.08,4393.76)
(4,-1231.71,-1893.43)
(5,-1157.76,244.74)
(6,1402.84,2927.76)
(7,-1276.85,4375.3)
(8,-932.258,3410.46)
(9,-1649.35,-441.889)
(10,390.183,-163.79)
(11,-2031.2,2681.35)
(12,3519.65,1641.57)
(13,251.078,4800.62)
(14,-1308.76,-2168.3)
(15,3116.9,2742.96)
(16,-2478.2,524.951)
(17,-1350.91,-1889.54)
(18,-2122.71,2762.19)
(19,-1151.42,1876.75)
(20,569.874,2818.57)
(21,-467.13,2672.01)
(22,1434.64,2992.14)
(23,782.923,2392.25)
(24,2731.06,3988.01)
(25,-2692.81,2791.1)
(26,2214.45,-1056.13)
(27,2569.05,3940.97)
(28,-1133.3,227.394)
(29,-321.576,2993.15)
(30,-1026.89,-1724.41)
(31,-228.728,3016.27)
(32,634.812,-119.868)
(33,-2435.39,-974.401)
(34,-1114.28,230.396)
(35,1493.24,2312.97)
(36,-1968.26,4455.14)
(37,1431.41,1822.37)
(38,2974.91,2860.16)
(39,-2219.23,2059.77)
(40,-409.42,4443.57)
(41,-1797.8,2473.09)
(42,627.473,4670.41)
(43,2263.15,4037.82)
(44,-471.466,2373.23)
(45,-1101.16,-1558.95)
(46,2955.34,1827.6)
(47,3387.33,2193.88)
(48,-1639.24,563.981)
(49,-2245.47,1945.58)
(50,94.1821,2088.8)
(51,-1742.98,-1687.61)
(52,-1741.42,1454.21)
(53,-474.691,-1385.49)
(54,-1985.39,1762.22)
(55,-2653.11,2549.14)
(56,-2773.54,1915.44)
(57,-2821.46,2328.09)
(58,2606.74,3581.59)
(59,-2584.17,350.042)
(60,-169.016,1796.91)
(61,-3005.71,3178.28)
(62,-2720.38,1763.66)
(63,1629.78,3276.36)
(64,-2663.34,-652.492)
(65,-1090.16,3868.03)
(66,-2759.19,1901.66)
(67,577.546,2612.86)
(68,-2294.06,1306.65)
(69,-1468.44,2550.37)
(70,-1684.49,2531.35)
(71,750.788,3190.18)
(72,-508.494,4710.66)
(73,1831.38,-1019.66)
(74,1104.61,2916.75)
(75,1491.01,2212.45)
(76,-1441.53,-2172.53)
(77,855.534,20.2375)
(78,-2636.1,3251.67)
(79,1577.52,3249.23)
(80,321.576,1590.98)
(81,-271.538,-1508.47)
(82,-441.444,4644.61)
(83,-587.332,-480.696)
(84,3612.5,1951.58)
(85,-219.165,-1322.44)
(86,-179.58,1879.08)
(87,-664.946,973.067)
(88,-266.089,-1563.62)
(89,-77.6141,-707.756)
(90,-1346.9,-1667.48)
(91,-2315.75,3383.22)
(92,179.246,4728.34)
(93,-1509.69,2381.57)
(94,-2260.04,2121.71)
(95,734.998,57.9326)
(96,-1933.35,1190.12)
(97,-1270.4,4308.14)
(98,-211.604,-748.564)
(99,-2044.76,5096.84)
(100,1489.46,3199.3)
(101,-1955.14,1474.44)
(102,-2814.23,1975.27)
(103,-2648.77,1481.34)
(104,-420.206,828.625)
(105,-2270.04,726.325)
(106,-700.862,3984.45)
(107,-2275.6,953.163)
(108,-1379.15,5760.68)
(109,-462.126,343.148)
(110,-885.112,2626.76)
(111,2882.62,2420.49)
(112,-1814.37,4109.99)
(113,-1209.91,-826.401)
(114,-66.8282,1926.23)
(115,-2384.8,1324.78)
(116,2067.34,769.802)
(117,-508.272,387.181)
(118,-968.397,3321.28)
(119,214.717,1158.65)
(120,-839.855,237.29)
(121,-1644.68,2553.59)
(122,1519.81,1570.85)
(123,-2741.73,-1049.57)
(124,-796.489,182.693)
(125,832.628,2804.22)
(126,1419.63,2933.21)
(127,-585.775,-685.628)
(128,-1402.72,556.864)
(129,761.018,3464.72)
(130,3393.56,2891.07)
(131,-957.5,3023.17)
(132,2926.43,638.704)
(133,604.344,2275.38)
(134,1411.4,1995.39)
(135,1831.49,1498.8)
(136,1658.36,2212.11)
